,movieId,title,plot
10,284,理想国,《理想国》涉及柏拉图思想体系的各个方面，包括哲学、伦理、教育、文艺、政治等内容，主要是探讨理想国家的问题。 《理想国》一书是柏拉图的一篇重要对话录，对话录里柏拉图以苏格拉底之口通过与其他人对话的方式设计了一个真、善、美相统一的政体，即可以达到公正的理想国。柏拉图的理想国是人类历史上最早的乌托邦。在他的理想国里统治者必须是哲学家，他认为现存的政治都是坏的，人类的真正出路在于哲学家掌握政权，也只有真正的哲学家才能拯救当时城邦所处的危机。这种信念构成了柏拉图成熟的政治哲学体系的核心。在他的眼里“哲学家”有着特殊的内涵。他认为哲学家是最高尚、最有学识的人，而这种贤人统治下的贤人政体就是最好是政体。所以，只有建立以哲学家为国王的国家才是最理想的国家。这个国家就是存在于天上的模范国家。 在他看来，哲学家的本质是具有知识，具有智慧、正义、善的美德，只有哲学家才能达到对国家最高理念的认识，即对“善”的把握，而其他人也只能把握“意见”而已。治国作为一门知识，也只有哲学家才能掌握它，进而有资格执政，也就是说只有哲学家才能达到对于国家理念的认识，知道“理想国”应该怎样组织、怎样治理。这样，所谓哲学家执政，就被柏拉图理解为高超的智慧、真实的知识、完美的德行和绝对最高权力的结合。他坚信只有哲学家才可拯救城邦和人民，哲学家是理想国必然的统治者。 人类追求的正义与善就是柏拉图理想国的主题，他认为国家、政治和法律要朝向真正的存在并与人的灵魂相关才有意义。在《理想国》里苏格拉底刚开始讨论的话题就是“正义”问题，由此我们可以看到柏拉图对正义有着多么强烈的憧憬与向往！他认为绝对的正义在神那里，这正好印证了对话结尾的宣言，“让我们永远走向上的路，追求正义和智慧”。正义和智慧不仅是国家的主题，也可以说是整个宇宙存在的本质，因为国家的起点“就是永无止境的时间以及时间带来的变化”。 柏拉图的正义表现在爱情上就是节制。在我们很多人看来，柏拉图式的爱情似乎是精神恋的代名词，用来指称那种超越时间、空间，不以占有对方肉体为目的的只存在于灵魂间的爱情。而实际上柏拉图式爱情的真谛指的是一种对节制的崇尚，对善和美的追求。
11,330,童年的消逝,在《童年的消逝》里，波兹曼运用他对心理学、历史学、语义学和麦克卢汉学说的深刻见解以及常识，非常有说服力地阐述了一个触目惊心而且颇具独创的论题，即童年的诞生，是因为新的印刷媒介在儿童和成人之间强加了一些分界线，而在电视之类媒体的猛烈攻击下分界线变得越来越模糊，成人的性秘密和暴力问题转变为娱乐，新闻和广告定位在10岁孩子的智力水平。这也是一份内容翔实、令人震惊的警世书。 乔治•奥威尔曾在《一九八四》中预言人们将会遭受外来压迫的奴役，失去自由，我们的文化成为受制文化，赫胥黎则在《美丽新世界》中表达了另外一种忧虑，人们会渐渐爱上压迫，崇拜那些使他们丧失思考能力的工业技术。作为新闻与传播学被广泛参阅和引用的经典，《娱乐至死》与《童年的消逝》想告诉大家的是，可能成为现实的，是赫胥黎的预言，而不是奥威尔的预言；毁掉我们的，不是我们所憎恨的东西，而恰恰是我们所热爱的东西！
12,347,伊豆的舞女,收录“十六岁的日记”、“参加葬礼的名人”、“春天的景色”、“温泉旅馆”、“花的圆舞曲”等15篇短篇小说。
13,357,雕刻时光,许多影评人曾试着诠释其浓烈的个人化视野，却始终难以企及。终于，在这本《雕刻时光》里，他记录了自己的思想、回忆，首度披露其重要作品的创作灵感、发展脉络、工作方法以及浓烈的自传内涵，并深入探究影像创作的种种问题。这些文章系长期陆续写成，惟《牺牲》一章口述于其生命最后几周。在这本艺术证言里，我们看到这位大师在“一团时间”里雕塑生命，仿佛时间奔驰穿越镜头，烙印于画面之中。
14,376,樱桃之远,《樱桃之远》为张悦然的长篇处女作。小说讲述了两个息息相关的女孩从小到大，由敌为友，面对友谊、爱情、生存和死亡的心路历程，强调了人与人之间的爱，人与自然万物的和谐。情节曲折，语言优美，具有深入人心的力量，悲伤处催人泪下。小说配有十多幅精美彩插，非常别致，不同流俗。 著名作家莫言和郭敬明欣然为本书写序，对张悦然的创作予以高度评价。
15,383,源氏物语,《源氏物语》成书于公元1001-1008年之间，是世界上最早的长篇写实小说，为三千万日本家庭不朽的国民文学，是世界上公认的亚洲文学十大理想藏书，亦是世界文学宝库中不可或缺的一件珍品。     　　本书以日本平安王朝全盛时期为背景，通过主人公源氏的生活经历和爱情故事，描写了当时社会的腐政治和淫乱生活上层贵族之间的互相倾轧和权力斗争是贯穿全书的一条主线，而源氏的爱情婚姻，则揭示了一夫多妻制下妇女的悲惨命运。在贵族社会里，男婚女嫁往往是同政治斗争的手段，妇女成了政治交易的工具和贵族男人手中的玩物。
16,409,血酬定律,本书提出了血酬和元规则等概述，这些概念代表了我力所能及的深度。所谓血酬，即流血拼命所得的酬报，体现着生命与生存资源的交换关系。从晚清到民国，吃这碗饭的人比产业工人多得多。血酬的价值，取决于所拼抢的东西，这就是“血酬定律”。这个道理很浅显，却可以推出许多惊人的结论。如果再引入一些因素，一层一层地推论下去，还可以解释书中的其他概念，成为贯穿全书的基本逻辑。因此，作者把“血酬定律”当作书名。
17,446,功夫,《功夫》是作家九把刀《都市恐怖病系列》系列小说之一。小说讲述了一个年仅13岁的国中生，如何阴差阳错拜师学艺，一边维持自己的正常校园生活，一边却又进行着非凡的练功习武和惩恶扬善的生涯。小说围绕着师傅身上的谜团展开，如抽丝剥茧般一层层被打开，直到故事的最后一刻才真相大白，在故事情节的安排上， 颇有些出人意料的悬疑色彩。 网络奇才九把刀的创作才华在《功夫》中得到了淋漓尽致的印证，糅合了推理与幻想，暴力与爱情，在老人错生的记忆与国中生迷离的现实中，用充满漫画及电玩图像的文字，重构出一部壮阔又奇特的武林史，是其最具人气的作品。
18,453,红楼梦,《红楼梦》是一部百科全书式的长篇小说。以宝黛爱情悲剧为主线，以四大家族的荣辱兴衰为背景，描绘出18世纪中国封建社会的方方面面，以及封建专制下新兴资本主义民主思想的萌动。结构宏大、情节委婉、细节精致，人物形象栩栩如生，声口毕现，堪称中国古代小说中的经 典。 由红楼梦研究所校注、人民文学出版社出版的《红楼梦》以庚辰（1760）本《脂砚斋重评石头记》为底本，以甲戌（1754）本、已卯（1759）本、蒙古王府本、戚蓼生序本、舒元炜序本、郑振铎藏本、红楼梦稿本、列宁格勒藏本（俄藏本）、程甲本、程乙本等众多版本为参校本，是一个博采众长、非常适合大众阅读的本子；同时，对底本的重要修改，皆出校记，读者可因以了解《红楼梦》的不同版本状况。 红学所的校注本已印行二十五年，其间1994年曾做过一次修订，又十几年过去，2008年推出修订第三版，体现了新的校注成果和科研成果。 关于《红楼梦》的作者，原本就有多种说法及推想，“前八十回曹雪芹著、后四十回高鹗续”的说法只是其中之一，这次修订中校注者改为“前八十回曹雪芹著；后四十回无名氏续，程伟元、高鹗整理”，应当是一种更科学的表述，体现了校注者对这一问题的新的认识。 现在这个修订后的《红楼梦》是更加完善。
19,456,草样年华,《草样年华》是一部描写大学生活的长篇爱情小说，以邱飞和周舟的爱情生活为主线，塑造了大学生邱飞、杨阳等个性鲜明的人物。在学校里，他们都是所谓不务正业的“坏”学生，无心学习，整天琢磨着逃避考试、偷窥女生宿舍、谈恋爱、玩乐队、喝酒、打架等等，为读者展开了一幅活灵活现的大学生活众生相。但他们实际上又是充满理想和热情的青春少年，他们渴望找到灵魂的出口，热爱文学和音乐，内心充满了善良和对未来的期待，只是与大学校园死板、程序化的环境格格不入，这才导致了他们的愤世嫉俗，以微弱的“坏”来与周围的环境相抗争。直到最后才猛然惊醒，为自己青春的面目全非和支离破碎而备觉荒凉，在此情可待成追忆时，才知道爱情和生活的可贵。
20,463,红与黑,小说主人公于连是一个木匠的儿子年轻英俊意志坚强精明能干从小就希望借助个人的努力与奋斗跻身上流社会。 在法国与瑞士接壤的维立叶尔城，坐落在山坡上，美丽的杜伯河绕城而过，河岸上矗立着许多锯木厂。 市长德瑞那是个出身贵族，在扣上挂满勋章的人。 他五十岁左右，他的房子有全城最漂亮的花园，他的妻子是最有钱而又最漂亮的妻子，但他才智不足，“他只能办到严格地收讨他人的欠债，当他自己欠人家的债时，他愈迟还愈好”。在这座城市还有一个重要人物，是贫民寄养所所长——哇列诺先生。他花了一万到一万两千法郎才弄到这个职位，他体格强壮棕红色的脸，黑而精粗的小胡子，在别人眼中他是个美男子，连市长都惧他三分。但市长为了显示自己高人一等，决心请一个家庭教师。 木匠索黑尔的儿子于连，由于精通拉丁文，被选作市长家的家庭教师。他约十八九岁，长得文弱清秀，两只又大又黑的眼睛。在宁静时，眼中射出火一般的光辉，又象是熟思和探寻的样子，但一瞬间，又流露出可怕的仇恨，由于他整天抱着书本不放，不愿做力气活，因而遭到全家的嫌弃与怨恨，经常被父亲和两个哥哥毒打。他小时疯狂地崇拜拿破伦，渴望像拿破仑那样身佩长剑，做世界的主人。认为拿破仑“由一个既卑微又穷困的下级军官，只靠他身佩的长剑，便做了世界上的主人”。但后来他又想当神甫，因为“如今我们眼见四十岁左右的神父能拿到十万法郎的薪俸。这就是说他们能拿到十万法郎，三倍于拿破仑当时手下的著名的大将的收入。”于是，他投拜在神甫西朗的门下，钻研起神学来。他仗着惊人的好记性把一本拉丁文《圣经》全背下来，这事轰动了全城。 市长的年轻漂亮的妻子是在修道院长大的，对像她丈夫那样庸俗粗鲁的男人，打心底里感到厌恶。由于没有爱情，她把心思全放在教养3 个孩子身上。她认为男人“除了金钱、权势、勋章的贪欲以外，对于一切都是麻木不仁”。最初，她把于连想象为一个满面污垢的乡下佬，谁知见面时却大出她的意料：面前这个年轻人竟是这样白皙，眼睛又这样温柔动人。以为他“实际上是一个少女”故意假扮男装。她对于连产生好感，甚至觉得“只有在这个少年教士的心里，才有慷慨、高尚、仁爱”。瑞那夫人的女仆爱丽沙也爱上了于连，爱丽沙得到了一笔遗产，要西郎神父转达她对于连的爱慕，于连拒绝了女仆爱丽沙的爱情。瑞那夫人得知此事心里异常高兴，一股幸福的流泉泻落在她的心海里，她发觉自己对他产生了一种从未有过的一种感情。 夏天市长一家搬到凡尼镇乡下花园别墅居住，晚上乘凉的时候，全家聚在一株菩提树下，于连无意间触到了瑞那夫人的手，她一下子缩回去了，于连以为瑞那夫人看不起他，便决心必须握住这只手。第二天晚上他果然做了，瑞那夫人的手被于连偷偷地紧握着，满足了他的自尊心。瑞那夫人被爱情与道德责任折腾得一夜未合眼。她决定用冷淡的态度去对待于连。可是当于连不在家时，她又忍不住对他的思念。而于连也变得更大胆，他在心里暗想：“我应该再进一步，务必要在这个女人身上达到目的才好。如果我以后发了财，有人耻笑我当家庭教师低贱，我就让大家了解，是爱情使我接受这位置的”。 深夜2 点闯进了她的房里。开始，她对于连的无礼行为很生气，但当她看到“他两眼充满眼泪”时，便同情起他来。她暗想，如果在10年前能爱上于连该多好。不过，在于连的心里则完全没有这种想法，他的爱完全是出于一种野心，一种因占有欲而产生的狂热。他那样贫穷，能够得到这么高贵、这么美丽的妇人，已经是上天的恩赐了。 不久，皇帝驾临维立叶尔，在瑞那夫人的安排下，于连被聘当上了仪仗队队员，使他有在公众面前大出风头的机会。迎驾期间，于连作为陪祭教士参加瞻拜圣骸典礼。之后，他对木尔侯爵的侄子、年轻的安倍主教十分崇敬。心想，安倍主教如此年轻就有显赫的地位，而且倍受女人的青睐，暗下决心“宁愿受宗教的制裁，也要达到令美人羡慕的境界”。 瑞那夫人心爱的儿子病危，她认为这是上帝对自己不道德行为的一种惩罚，她陷入了可怕的忏悔里。这时，爱丽沙又把夫人的事暗中告诉了哇列诺先生，他早先曾贪恋瑞那夫人的美色碰了一鼻子灰，便趁机给市长写了一封告密信。但市长担心如果把妻子赶出家门，自己将失去一大笔遗产，而且也有损于自己的名誉，采取“只怀疑而不证实”的办法。但在这座城市里，街谈巷议对瑞那夫人和于连却越来越不利。一次爱丽沙向西朗神父忏悔时，又谈出于连与瑞那夫人的秘密关系。关心于连的神父要他到省城贝尚松神学院进修。告别后的第三天夜里，于连又冒险赶回维立叶尔，与瑞那夫人见面，此时的瑞那夫人由于思念的痛苦，已憔悴得不像人样了。 贝尚松是法国一座古城，城墙高大。初到神学院，那门上的铁十字架，修士的黑色道袍，和他们麻木不仁的面孔都使于连感到恐怖。院长彼拉神父是西郎神父的老相识，因此对于连特别关照。他对于连说：“嘻笑就是虚伪的舞台”。 在321个学生中，绝大部分是平庸的青年，由此于连自信会迅速获得成功。他悄悄对自己说：“在拿破仑统治下，我会是个军曹，在未来的神父当中，我将是个主教。”由于学习成绩名列前茅，院长竟让他当新旧约全书课程的辅导教师。 但神学院是个伪善的地方，他很快就堕入了忧郁之中。彼拉院长受到排挤辞职不干了，并介绍于连为木尔侯爵的秘书。彼拉神父专门给他介绍侯爵一家他说“你要十分注意，一个象我们这种行业的人，只有靠这些大人先生们才有前途……在这样一个社会里，如果你得不到人家的尊敬，你的不幸是注定的了”。 侯爵瘦削而矮小，有一对十分灵活的眼睛，头上带有金色假发。他是个极端保皇党人，法国大革命时，他逃亡国外，王朝复辟后，他在朝中取得了显赫的地位。于连每天的工作就是为他抄写稿件和公文，侯爵对于连十分满意，派他去管理自己两个省的田庄，还负责自己与贝尚松代理主教福力列之间的诉讼通讯，后又派他到伦敦去搞外交，赠给他一枚十字勋章，这使于连感到获得了极大的成功。 于连在贵族社会的熏陶下，很快学会了巴黎上流社会的艺术，成了一个花花公子，甚至在木尔小姐的眼里，他也已脱了外省青年的土气。木尔小姐名叫玛特儿，是一个有金栗色头发，体态匀称，非常秀丽的姑娘，但“这双眼睛透露出一种内心可怕的冷酷”。她读过许多浪漫主义爱情小说，并被3 世纪前一段家史所激动：她的祖先木尔是皇后玛嘉瑞特的情夫，被国王处死后，皇后向刽子手买下了他的头，在深夜里亲自把它埋葬在蒙马特山脚下。她十分崇拜皇后的这种为爱情而敢冒大不韪的精神，她的名字玛特儿就是皇后的爱称。 起初，于连并不爱玛特儿那清高傲慢的性格，但想到“她却能够把社会上的好地位带给她丈夫”时，便热烈地追求起她来。玛特儿也知道于连出身低微，但她怀着一种“我敢于恋爱一个社会地位离我那样遥远的人，已算是伟大和勇敢了”的浪漫主义感情，因此，她在花园里主动挽着于连的胳膊，还主动给他写信宣布爱情。为了考验于连的胆量，她要于连在明亮的月光下用梯子爬到她的房间去。于连照样做了，当晚她就委身于他了，过后玛特儿很快就后悔了 。 一次，他们在图书室相遇，她边哭边对于连说：“我恨我委身于第一个来到的人”于连感到痛苦，他摘下挂在墙上的一把古剑要杀死她，玛特儿一点都不害怕反而骄傲地走到于连面前，她认为于连爱她已经爱到要杀了她的程度，便又与他好起来。夜里于连再次爬进她的房间，她请求于连做她的“主人”，自己将永远做他的奴隶，表示要永远服从他。可是，只要于连稍许表露出爱慕的意思，她又转为愤怒，毫不掩饰的侮辱他，并公开宣布不再爱他。 因为于连的记忆力很好，木尔侯爵让他列席一次保王党人的秘密会议，会上有政府首相、红衣主教、将军。会后，木尔侯爵让于连把记在心里的会议记录冒着生命危险带到国外去。在驿站换马时，差点被敌方杀害，幸好他机警地逃脱了，与外国使节接上了头，然后留在那等回信。在那儿他遇到俄国柯哈莎夫王子，他是个情场老手，于连便把自己的爱情苦恼讲给他听，他建议于连假装去追求另一个女性，以达到降伏玛特儿的目的，并把自己的五十三封情书交给她，“把这些信转抄一份寄给你所选定的女性，这个女性必须是瞧你不起的对方的熟人。” 于连回到巴黎后，将这些情书一封封寄给元帅夫人，元帅夫人受了感动，给于连回信，玛特儿再也忍耐不住了，跪倒在于连的脚下，求他爱她，于连的虚荣心得到极大的满足，“看呀！这个骄傲的女人，居然躺在我的脚下了！”。不久，玛特儿发现自己怀孕了，她写信告诉父亲，要他原谅于连，并成全他们的婚事。侯爵在爱女坚持下，一再让步。先是给了他们一份田产，准备让他们结婚后搬到田庄去住。随后，又给于连寄去一张骠骑兵中尉的委任状，授予贵族称号。 于连在骠骑兵驻地穿上军官制服，陶醉在个人野心满足的快乐中，“由于恩宠，刚刚才作了二天的中尉，他已经在盘算好至迟有象过去的大将军一样，在三十岁上，就能做到司令，那么到二十三岁，就应该在中尉以上。他只想到他的荣誉和他的儿子。”这时，他突然收到了玛特儿寄来的急信。信中说：一切都完了。于连急忙回去，原来瑞那夫人给木尔侯爵写信揭露了他们原先的关系。这时恼羞成怒的于连立即跳上去维拉叶尔的马车，买了一支手枪，随即赶到教堂，向正在祷告的瑞那夫人连发两枪，夫人当场中枪倒地。 于连因开枪杀人被捕了。 入狱后，他头脑冷静下来，对自己行为感到悔恨和耻辱。他意识到野心已经破灭，但死对他并不可怕。瑞那夫人受了枪伤并没有死。稍愈后，她买通狱吏，免得于连受虐待。于连知道后痛哭流涕。玛特儿也从巴黎赶来探监，为营救于连四处奔走，于连对此并不感动，只觉得愤怒。公审的时候，于连当众宣称他不祈求任何人的恩赐，他说：“我决不是被我的同阶级的人审判，我在陪审官的席上，没有看见一个富有的农民，而只是些令人气愤的资产阶级的人。”结果法庭宣布于连犯了蓄谋杀人罪，判处死刑。 瑞那夫人不顾一切前去探监。 于连这才知道，她给侯爵的那封信，是由听她忏悔的教士起草并强迫她写的。于连和瑞那夫人彼此饶恕了，他拒绝上诉，也拒绝做临终祷告，以示对封建贵族阶级专制的抗议。 在一个晴和的日子里，于连走上了断头台。玛特儿买下了他的头颅，按照她敬仰的玛嘉瑞特皇后的方式，亲自埋葬了自己情人的头颅。至于瑞那夫人，在于连死后的第三天，抱吻着她的儿子，也离开了人间。
21,483,双城记,1775年12月的一个月夜，寓居巴黎的年轻医生梅尼特散步时，突然被厄弗里蒙地侯爵兄弟强迫出诊。在侯爵府第中，他目睹一个发狂的绝色农妇和一个身受剑伤的少年饮恨而死的惨状，并获悉侯爵兄弟为了片刻淫乐杀害他们全家的内情。他拒绝侯爵兄弟的重金贿赂，写信向朝廷告发。不料控告信落到 被告人手中，医生被关进巴士底狱，从此与世隔绝，杳无音讯。两年后，妻子心碎而死。幼小的孤女路茜被好友劳雷接到伦敦，在善良的女仆普洛斯抚养下长大。 18年后，梅尼特医生获释。这位精神失常的白发老人被巴黎圣安东尼区的一名酒贩、他旧日的仆人得伐石收留。这时，女儿路茜已经成长，专程接他去英国居住。旅途上，他们邂逅法国青年查理·代尔纳，受到他的细心照料。 原来代尔纳就是侯爵的儿子。他憎恨自己家族的罪恶，毅然放弃财产的继承权和贵族的姓氏，移居伦敦，当了一名法语教师。在与梅尼特父女的交往中，他对路茜产生了真诚的爱情。梅尼特为了女儿的幸福，决定埋葬过去，欣然同意他们的婚事。 在法国，代尔纳父母相继去世，叔父厄弗里蒙地侯爵继续为所欲为。当他那狂载的马车若无其事地轧死一个农民的孩子后，终于被孩子父亲用刀杀死。一场革命的风暴正在酝酿之中，得伐石的酒店就是革命活动的联络点，他的妻子不停地把贵族的暴行编织成不同的花纹，记录在围巾上，渴望复仇。 1789年法国大革命的风暴终于袭来了。巴黎人民攻占了巴士底狱，把贵族一个个送上断头台。远在伦敦的代尔纳为了营救管家盖白勒，冒险回国，一到巴黎就被捕入狱。梅尼特父女闻讯后星夜赶到。医生的出庭作证使代尔纳回到妻子的身边。可是，几小时后，代尔纳又被逮捕。在法庭上，得伐石宣读了当年医生在狱中写下的血书：向苍天和大地控告厄弗里蒙地家族的最后一个人。法庭判处代尔纳死刑。 就在这时，一直暗暗爱慕路茜的律师助手卡尔登来到巴黎，买通狱卒，混入监狱，顶替了昏迷中的代尔纳，梅尼特父女早已准备就绪，代尔纳一到，马上出发。一行人顺利地离开法国。 得伐石太太在代尔纳被判决后，又到梅尼特住所搜捕路茜及其幼女，在与普洛斯的争斗中，因枪支走火而毙命。而断头台上，卡尔登为了爱情，从容献身。
22,492,窗边的小豆豆,《窗边的小豆豆》讲述了作者上小学时的一段真实的故事。作者因淘气被原学校退学后，来到巴学园。在小林校长的爱护和引导下，让一般人眼里“怪怪”的小豆豆逐渐成了一个大家都能接受的孩子，并奠定了她一生的基础。这本书不仅带给世界几千万读者无数的笑声和感动，而且为现代教育的发展注入了新的活力。
