,movieId,title,genres
104,56058,Seppuku,Action|Drama|History
105,56111,Ivanovo detstvo,Drama|War
106,56119,La jetée,Short|Drama|Romance|Sci-Fi
107,56172,Lawrence of Arabia,Adventure|Biography|Drama|History|War
108,56193,Lolita,Crime|Drama|Romance
109,56217,The Man Who Shot Liberty Valance,Drama|Western
110,56443,Sanjuro,Action|Crime|Drama|Thriller
111,56592,To Kill a Mockingbird,Crime|Drama
112,56663,Vivre sa vie: Film en douze tableaux,Drama
113,56687,What Ever Happened to Baby Jane?,Drama|Horror|Thriller
114,56801,8½,Drama
115,56869,The Birds,Drama|Horror|Mystery|Romance
116,56923,Charade,Comedy|Mystery|Romance|Thriller
117,57012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy
118,57058,Le feu follet,Drama
119,57076,From Russia with Love,Action|Adventure|Thriller
120,57115,The Great Escape,Adventure|Drama|History|Thriller|War
121,57358,Nattvardsgästerna,Drama
122,57565,Tengoku to jigoku,Crime|Drama|Mystery|Thriller
123,58150,Goldfinger,Action|Adventure|Thriller
124,58331,Mary Poppins,Comedy|Family|Fantasy|Musical
125,58385,My Fair Lady,Drama|Family|Musical|Romance
126,58461,Per un pugno di dollari,Western
127,58946,La battaglia di Algeri,Drama|War
128,59113,Doctor Zhivago,Drama|Romance|War
129,59578,Per qualche dollaro in più,Western
130,59592,Pierrot le Fou,Crime|Drama|Romance
131,59646,Repulsion,Drama|Horror|Thriller
132,59742,The Sound of Music,Biography|Drama|Family|Musical|Romance
133,60107,Andrey Rublyov,Biography|Drama|History
134,60176,Blowup,Drama|Mystery|Thriller
135,60196,"Il buono, il brutto, il cattivo",Western
136,60827,Persona,Drama|Thriller
137,61184,Who's Afraid of Virginia Woolf?,Drama
138,61418,Bonnie and Clyde,Action|Biography|Crime|Drama
139,61512,Cool Hand Luke,Crime|Drama
140,61722,The Graduate,Comedy|Drama|Romance
141,61735,Guess Who's Coming to Dinner,Comedy|Drama
142,61811,In the Heat of the Night,Crime|Drama|Mystery|Thriller
143,61852,The Jungle Book,Animation|Adventure|Family|Musical
144,62229,Le samouraï,Crime|Drama|Mystery|Thriller
145,62622,2001: A Space Odyssey,Adventure|Sci-Fi
146,62765,Bullitt,Action|Crime|Thriller
147,63350,Night of the Living Dead,Horror
148,63442,Planet of the Apes,Adventure|Sci-Fi
149,63522,Rosemary's Baby,Drama|Horror
150,64040,The Army of Shadows,Drama|War
151,64115,Butch Cassidy and the Sundance Kid,Biography|Crime|Drama|Western
152,64116,Once Upon a Time in the West,Western
153,64276,Easy Rider,Adventure|Drama
154,64665,Midnight Cowboy,Drama
155,65214,The Wild Bunch,Action|Adventure|Western
156,65571,Il conformista,Drama
157,66206,Patton,Biography|Drama|War
158,66921,A Clockwork Orange,Crime|Drama|Sci-Fi
159,66999,Dirty Harry,Action|Crime|Thriller
160,67093,Fiddler on the Roof,Drama|Family|Musical|Romance
161,67116,The French Connection,Action|Crime|Drama|Thriller
162,67185,Harold and Maude,Comedy|Drama|Romance
163,67328,The Last Picture Show,Drama
164,67541,Wake in Fright,Drama|Thriller
165,67992,Willy Wonka &amp; the Chocolate Factory,Family|Fantasy|Musical
166,68646,The Godfather,Crime|Drama
167,68699,High Plains Drifter,Mystery|Western
168,69293,Solaris,Drama|Mystery|Sci-Fi
169,69467,Viskningar och rop,Drama
170,69704,American Graffiti,Comedy|Drama
171,69762,Badlands,Crime|Drama
172,70034,Enter the Dragon,Action|Crime|Drama|Thriller
173,70047,The Exorcist,Horror
174,70379,Mean Streets,Crime|Drama|Thriller
175,70510,Paper Moon,Comedy|Drama
176,70511,Papillon,Biography|Crime|Drama
177,70666,Serpico,Biography|Crime|Drama|Thriller
178,70735,The Sting,Comedy|Crime|Drama
179,70917,The Wicker Man,Horror|Mystery|Thriller
180,71230,Blazing Saddles,Comedy|Western
181,71315,Chinatown,Drama|Mystery|Thriller
182,71360,The Conversation,Drama|Mystery|Thriller
183,71562,The Godfather: Part II,Crime|Drama
184,71853,Monty Python and the Holy Grail,Adventure|Comedy|Fantasy
185,72271,The Texas Chain Saw Massacre,Horror
186,72417,A Woman Under the Influence,Drama|Romance
187,72431,Young Frankenstein,Comedy
188,72443,Zerkalo,Biography|Drama
189,72684,Barry Lyndon,Adventure|Drama|History|War
190,72890,Dog Day Afternoon,Biography|Crime|Drama|Thriller
191,73195,Jaws,Adventure|Drama|Thriller
192,73486,One Flew Over the Cuckoo's Nest,Drama
193,73629,The Rocky Horror Picture Show,Comedy|Musical
194,74119,All the President's Men,Biography|Drama|History|Thriller
195,74285,Carrie,Horror
196,74486,Eraserhead,Horror
197,74896,The Message,Adventure|Biography|Drama|History|War
198,74958,Network,Drama
199,75005,The Omen,Horror
200,75029,The Outlaw Josey Wales,Western
201,75148,Rocky,Drama|Sport
202,75314,Taxi Driver,Crime|Drama
203,75686,Annie Hall,Comedy|Romance
204,75784,A Bridge Too Far,Drama|History|War
205,75860,Close Encounters of the Third Kind,Drama|Sci-Fi
206,76759,Star Wars,Action|Adventure|Fantasy|Sci-Fi
207,76786,Suspiria,Horror
208,77402,Dawn of the Dead,Horror|Thriller
209,77405,Days of Heaven,Drama|Romance
210,77416,The Deer Hunter,Drama|War
211,77631,Grease,Musical|Romance
212,77651,Halloween,Horror|Thriller
213,77711,Höstsonaten,Drama|Music
214,77928,Midnight Express,Biography|Crime|Drama|Thriller
215,78346,Superman,Action|Adventure|Drama|Sci-Fi
216,78718,...and justice for all.,Crime|Drama|Thriller
217,78748,Alien,Horror|Sci-Fi
218,78788,Apocalypse Now,Drama|War
219,78841,Being There,Comedy|Drama
220,79116,Escape from Alcatraz,Biography|Crime|Drama|Thriller
221,79417,Kramer vs. Kramer,Drama
222,79470,Life of Brian,Comedy
223,79501,Mad Max,Action|Adventure|Sci-Fi|Thriller
224,79522,Manhattan,Comedy|Drama|Romance
225,79817,Rocky II,Drama|Sport
226,79944,Stalker,Drama|Sci-Fi
227,80120,The Warriors,Action|Crime|Thriller
228,80339,Airplane!,Comedy
229,80455,The Blues Brothers,Adventure|Comedy|Crime|Music|Musical
230,80487,Caddyshack,Comedy|Sport
231,80678,The Elephant Man,Biography|Drama
232,80684,Star Wars: Episode V - The Empire Strikes Back,Action|Adventure|Fantasy|Sci-Fi
233,81283,Ordinary People,Drama
234,81398,Raging Bull,Biography|Drama|Sport
235,81505,The Shining,Drama|Horror
236,82010,An American Werewolf in London,Comedy|Horror
237,82096,Das Boot,Adventure|Drama|Thriller|War
238,82694,Mad Max 2,Action|Adventure|Sci-Fi|Thriller
239,82971,Raiders of the Lost Ark,Action|Adventure
240,83658,Blade Runner,Sci-Fi|Thriller
241,83866,E.T. the Extra-Terrestrial,Family|Sci-Fi
242,83907,The Evil Dead,Horror
243,83922,Fanny och Alexander,Drama
244,83944,First Blood,Action|Adventure
245,83987,Gandhi,Biography|Drama|History
246,84503,Pink Floyd The Wall,Animation|Drama|Fantasy|Music|Musical
247,84516,Poltergeist,Horror|Thriller
248,84726,Star Trek II: The Wrath of Khan,Action|Adventure|Sci-Fi
249,84787,The Thing,Horror|Mystery|Sci-Fi
250,84805,Tootsie,Comedy|Drama|Romance
251,84855,The Verdict,Drama
252,85334,A Christmas Story,Comedy|Family
253,85794,The King of Comedy,Comedy|Crime|Drama|Thriller
254,85995,National Lampoon's Vacation,Adventure|Comedy
255,86190,Star Wars: Episode VI - Return of the Jedi,Action|Adventure|Fantasy|Sci-Fi
256,86250,Scarface,Crime|Drama
257,86425,Terms of Endearment,Comedy|Drama
258,86465,Trading Places,Comedy
259,86637,Zelig,Comedy
260,86879,Amadeus,Biography|Drama|History|Music
261,86960,Beverly Hills Cop,Action|Comedy|Crime
262,86979,Blood Simple,Crime|Drama|Thriller
263,87332,Ghostbusters,Action|Comedy|Fantasy
264,87363,Gremlins,Comedy|Fantasy|Horror
265,87469,Indiana Jones and the Temple of Doom,Action|Adventure
266,87538,The Karate Kid,Action|Drama|Family|Sport
267,87544,Kaze no tani no Naushika,Animation|Adventure|Fantasy|Sci-Fi
268,87800,A Nightmare on Elm Street,Horror
269,87803,Nineteen Eighty-Four,Drama|Sci-Fi
270,87843,Once Upon a Time in America,Crime|Drama
271,87884,"Paris, Texas",Drama
272,87928,Police Academy,Comedy
273,88128,Sixteen Candles,Comedy|Romance
274,88247,The Terminator,Action|Sci-Fi
275,88258,This Is Spinal Tap,Comedy|Music
276,88680,After Hours,Comedy|Crime|Drama|Thriller
277,88763,Back to the Future,Adventure|Comedy|Sci-Fi
278,88846,Brazil,Drama|Sci-Fi
279,88847,The Breakfast Club,Comedy|Drama
280,88930,Clue,Comedy|Crime|Mystery|Thriller
281,88939,The Color Purple,Drama
282,88944,Commando,Action|Adventure|Thriller
283,89218,The Goonies,Adventure|Comedy|Family
284,89755,Out of Africa,Biography|Drama|Romance
285,89767,Pale Rider,Western
286,89853,The Purple Rose of Cairo,Comedy|Fantasy|Romance
287,89881,Ran,Action|Drama
288,89927,Rocky IV,Drama|Sport
289,90605,Aliens,Action|Adventure|Sci-Fi|Thriller
290,90728,Big Trouble in Little China,Action|Adventure|Comedy|Fantasy
291,90756,Blue Velvet,Drama|Mystery|Thriller
292,91042,Ferris Bueller's Day Off,Comedy
293,91167,Hannah and Her Sisters,Comedy|Drama
294,91217,Hoosiers,Drama|Sport
295,91251,Idi i smotri,Drama|War
296,91369,Labyrinth,Adventure|Family|Fantasy|Musical
297,91474,Manhunter,Crime|Horror|Mystery|Thriller
298,91670,Sacrifice,Drama
299,91763,Platoon,Drama|War
300,92005,Stand by Me,Adventure|Drama
301,92067,Tenkû no shiro Rapyuta,Animation|Adventure|Drama|Fantasy|Sci-Fi
302,92099,Top Gun,Action|Drama
303,92563,Angel Heart,Horror|Mystery|Thriller
304,92593,Au revoir les enfants,Drama|War
305,92890,Dirty Dancing,Drama|Music|Romance
306,92965,Empire of the Sun,Drama|History|War
307,92991,Evil Dead II,Comedy|Horror
308,93058,Full Metal Jacket,Drama|War
309,93105,"Good Morning, Vietnam",Biography|Comedy|Drama|War
310,93177,Hellraiser,Horror|Thriller
311,93191,Der Himmel über Berlin,Drama|Fantasy|Romance
312,93389,The Last Emperor,Biography|Drama|History
313,93409,Lethal Weapon,Action|Crime|Thriller
314,93437,The Lost Boys,Comedy|Horror
315,93748,"Planes, Trains &amp; Automobiles",Comedy
316,93773,Predator,Action|Adventure|Sci-Fi|Thriller
317,93779,The Princess Bride,Adventure|Family|Fantasy|Romance
318,93822,Raising Arizona,Comedy|Crime
319,93870,RoboCop,Action|Crime|Sci-Fi|Thriller
320,94226,The Untouchables,Crime|Drama|Thriller
321,94625,Akira,Animation|Drama|Sci-Fi|Thriller
322,94721,Beetlejuice,Comedy|Fantasy
323,94737,Big,Comedy|Drama|Fantasy|Romance
324,94862,Child&x27;s Play,Horror|Thriller
325,94898,Coming to America,Comedy|Romance
326,95016,Die Hard,Action|Thriller
327,95159,A Fish Called Wanda,Comedy|Crime
328,95327,Hotaru no haka,Animation|Drama|War
329,95467,Krótki film o milosci,Drama|Romance
330,95631,Midnight Run,Action|Comedy|Crime|Thriller
331,95647,Mississippi Burning,Crime|Drama|History|Mystery|Thriller
332,95705,The Naked Gun: From the Files of Police Squad!,Comedy|Crime
333,95765,Cinema Paradiso,Drama
334,95953,Rain Man,Drama
335,96061,Scrooged,Comedy|Drama|Fantasy|Romance
336,96256,They Live,Action|Horror|Sci-Fi|Thriller
337,96283,Tonari no Totoro,Animation|Family|Fantasy
338,96288,Topio stin omihli,Drama
339,96438,Who Framed Roger Rabbit,Animation|Adventure|Comedy|Crime|Family|Fantasy|Mystery
340,96734,The 'Burbs,Comedy|Mystery|Thriller
341,96754,The Abyss,Adventure|Drama|Mystery|Sci-Fi|Thriller
342,96874,Back to the Future Part II,Adventure|Comedy|Sci-Fi
343,96895,Batman,Action|Adventure
344,97123,Crimes and Misdemeanors,Comedy|Drama
345,97165,Dead Poets Society,Comedy|Drama
346,97216,Do the Right Thing,Comedy|Drama
347,97239,Driving Miss Daisy,Drama
348,97351,Field of Dreams,Drama|Family|Fantasy|Sport
349,97428,Ghostbusters II,Action|Comedy|Fantasy|Sci-Fi
350,97441,Glory,Biography|Drama|History|War
351,97576,Indiana Jones and the Last Crusade,Action|Adventure
352,97733,Lethal Weapon 2,Action|Crime|Thriller
353,97757,The Little Mermaid,Animation|Family|Fantasy|Musical|Romance
354,97814,Majo no takkyûbin,Animation|Adventure|Drama|Family|Fantasy
355,97937,My Left Foot: The Story of Christy Brown,Biography|Drama
356,97958,National Lampoon's Christmas Vacation,Comedy
357,98258,Say Anything...,Comedy|Drama|Romance
358,98384,Steel Magnolias,Comedy|Drama|Romance
359,98635,When Harry Met Sally...,Comedy|Drama|Romance
360,99077,Awakenings,Biography|Drama
361,99088,Back to the Future Part III,Adventure|Comedy|Sci-Fi|Western
362,99348,Dances with Wolves,Adventure|Drama|Western
363,99423,Die Hard 2,Action|Thriller
364,99487,Edward Scissorhands,Drama|Fantasy|Romance
365,99653,Ghost,Drama|Fantasy|Romance|Thriller
366,99674,The Godfather: Part III,Crime|Drama
367,99685,Goodfellas,Biography|Crime|Drama
368,99785,Home Alone,Comedy|Family
369,99810,The Hunt for Red October,Action|Adventure|Thriller
370,99871,Jacob's Ladder,Drama|Horror|Mystery
371,100150,Miller&x27;s Crossing,Crime|Drama|Thriller
372,100157,Misery,Drama|Thriller
373,100234,Nema-ye Nazdik,Biography|Crime|Drama
374,100405,Pretty Woman,Comedy|Romance
375,100802,Total Recall,Action|Sci-Fi|Thriller
376,100814,Tremors,Comedy|Horror
377,101272,The Addams Family,Comedy|Fantasy
378,101410,Barton Fink,Comedy|Drama|Thriller
379,101414,Beauty and the Beast,Animation|Family|Fantasy|Musical|Romance
380,101507,Boyz n the Hood,Crime|Drama
381,101540,Cape Fear,Crime|Thriller
382,101765,La double vie de Véronique,Drama|Fantasy|Music|Mystery|Romance
383,101921,Fried Green Tomatoes,Drama
384,102057,Hook,Adventure|Comedy|Family|Fantasy
385,102138,JFK,Drama|History|Thriller
386,102536,Night on Earth,Comedy|Drama
387,102587,Omohide poro poro,Animation|Drama|Romance
388,102685,Point Break,Action|Crime|Thriller
389,102926,The Silence of the Lambs,Crime|Drama|Thriller
390,102975,Star Trek VI: The Undiscovered Country,Action|Adventure|Sci-Fi|Thriller
391,103064,Terminator 2: Judgment Day,Action|Sci-Fi
392,103074,Thelma &amp; Louise,Adventure|Crime|Drama
393,103639,Aladdin,Animation|Adventure|Comedy|Family|Fantasy|Musical|Romance
394,103767,Baraka,Documentary
395,103772,Basic Instinct,Drama|Mystery|Thriller
396,103776,Batman Returns,Action|Crime|Fantasy
397,103874,Dracula,Horror
398,103939,Chaplin,Biography|Comedy|Drama
399,104070,Death Becomes Her,Comedy|Fantasy|Horror
400,104257,A Few Good Men,Drama|Thriller
401,104348,Glengarry Glen Ross,Crime|Drama|Mystery
402,104431,Home Alone 2: Lost in New York,Adventure|Comedy|Family
403,104652,Kurenai no buta,Animation|Adventure|Comedy|Fantasy|Romance
404,104691,The Last of the Mohicans,Action|Adventure|Drama|Romance|War
405,104694,A League of Their Own,Comedy|Drama|Family|Sport
406,104797,Malcolm X,Biography|Drama|History|Romance
407,104940,The Muppet Christmas Carol,Comedy|Drama|Family|Fantasy|Musical
408,104952,My Cousin Vinny,Comedy|Crime
409,105112,Patriot Games,Action|Thriller
410,105236,Reservoir Dogs,Crime|Drama|Thriller
411,105323,Scent of a Woman,Drama
412,105665,Twin Peaks: Fire Walk with Me,Drama|Horror|Mystery|Thriller
413,105695,Unforgiven,Drama|Western
414,105793,Wayne's World,Comedy|Music
415,106226,The Age of Innocence,Drama|Romance
416,106308,Army of Darkness,Comedy|Horror
417,106489,A Bronx Tale,Crime|Drama|Romance
418,106519,Carlito's Way,
419,106519,Carlito's Way,Crime|Drama|Thriller
420,106677,Dazed and Confused,Comedy
421,106856,Falling Down,Crime|Drama|Thriller
422,106977,The Fugitive,Action|Crime|Drama|Mystery|Thriller
423,107048,Groundhog Day,Comedy|Fantasy|Romance
424,107120,Hocus Pocus,Comedy|Family|Fantasy
425,107207,In the Name of the Father,Biography|Drama
426,107290,Jurassic Park,Adventure|Sci-Fi|Thriller
427,107614,Mrs. Doubtfire,Comedy|Drama|Family
428,107653,Naked,Comedy|Drama
429,107688,The Nightmare Before Christmas,Animation|Family|Fantasy|Musical
430,107808,A Perfect World,Crime|Drama|Thriller
431,107818,Philadelphia,Drama
432,107822,The Piano,Drama|Music|Romance
433,107943,The Remains of the Day,Drama|Romance
434,108052,Schindler's List,Biography|Drama|History
435,108160,Sleepless in Seattle,Comedy|Drama|Romance
436,108330,This Boy's Life,Biography|Drama
437,108358,Tombstone,Action|Biography|Drama|History|Romance|Western
438,108394,Trois couleurs: Bleu,Drama|Music|Mystery|Romance
439,108399,True Romance,Crime|Drama|Romance|Thriller
440,108550,What's Eating Gilbert Grape,Drama
441,109040,Ace Ventura: Pet Detective,Comedy
442,109424,Chung Hing sam lam,Comedy|Crime|Drama|Mystery|Romance
443,109445,Clerks,Comedy
444,109506,The Crow,Action|Drama|Fantasy
445,109686,Dumb and Dumber,Comedy
446,109707,Ed Wood,Biography|Comedy|Drama
447,109830,Forrest Gump,Drama|Romance
448,110057,Hoop Dreams,Documentary|Drama|Sport
449,110148,Interview with the Vampire: The Vampire Chronicles,Drama|Horror
450,110322,Legends of the Fall,Drama|Romance|War|Western
451,110357,The Lion King,Animation|Adventure|Drama|Family|Musical
452,110413,Léon,Action|Crime|Drama|Thriller
453,110475,The Mask,Comedy|Fantasy
454,110632,Natural Born Killers,Crime|Drama
455,110912,Pulp Fiction,Crime|Drama
456,110932,Quiz Show,Biography|Drama|History
457,110950,Reality Bites,Comedy|Drama|Romance
458,111161,The Shawshank Redemption,Drama
459,111257,Speed,Action|Adventure|Crime|Thriller
460,111495,Trois couleurs: Rouge,Drama|Mystery|Romance
461,111503,True Lies,Action|Comedy|Thriller
462,111507,Trois couleurs: Blanc,Comedy|Drama|Romance
463,112384,Apollo 13,Adventure|Drama|History
464,112442,Bad Boys,Action|Comedy|Crime|Thriller
465,112461,The Basketball Diaries,Biography|Crime|Drama|Sport
466,112471,Before Sunrise,Drama|Romance
467,112573,Braveheart,Biography|Drama|History|War
468,112579,The Bridges of Madison County,Drama|Romance
469,112641,Casino,Crime|Drama
470,112697,Clueless,Comedy|Romance
471,112740,Crimson Tide,Action|Drama|Thriller|War
472,112817,Dead Man,Drama|Fantasy|Western
473,112818,Dead Man Walking,Crime|Drama
474,112864,Die Hard: With a Vengeance,Action|Adventure|Thriller
475,112913,Do lok tin si,Comedy|Crime|Drama|Romance
476,113101,Four Rooms,Comedy
477,113118,Friday,Comedy|Drama
478,113189,GoldenEye,Action|Adventure|Thriller
479,113247,La haine,Crime|Drama
480,113277,Heat,Crime|Drama|Thriller
481,113497,Jumanji,Adventure|Comedy|Family|Fantasy
482,113568,Kôkaku Kidôtai,Animation|Action|Crime|Drama|Mystery|Sci-Fi|Thriller
483,113627,Leaving Las Vegas,Drama|Romance
484,113725,Maboroshi no hikari,Drama
485,113824,Mimi wo sumaseba,Animation|Drama|Family|Music|Romance
486,114369,Se7en,Crime|Drama|Mystery|Thriller
487,114388,Sense and Sensibility,Drama|Romance
488,114709,Toy Story,Animation|Adventure|Comedy|Family|Fantasy
489,114746,Twelve Monkeys,Mystery|Sci-Fi|Thriller
490,114787,Underground,Comedy|Drama|War
491,114814,The Usual Suspects,Crime|Mystery|Thriller
492,116209,The English Patient,Drama|Romance|War
493,116231,Eskiya,Crime|Drama|Thriller
494,116282,Fargo,Crime|Drama|Thriller
495,116365,The Frighteners,Comedy|Fantasy|Horror
496,116367,From Dusk Till Dawn,Action|Crime|Horror
497,116483,Happy Gilmore,Comedy|Sport
498,116583,The Hunchback of Notre Dame,Animation|Drama|Family|Musical|Romance
499,116629,Independence Day,Action|Adventure|Sci-Fi
500,116695,Jerry Maguire,Comedy|Drama|Romance|Sport
501,116922,Lost Highway,Mystery|Thriller
502,117008,Matilda,Comedy|Family|Fantasy
503,117060,Mission: Impossible,Action|Adventure|Thriller
504,117381,Primal Fear,Crime|Drama|Mystery|Thriller
505,117500,The Rock,Action|Adventure|Thriller
506,117509,Romeo + Juliet,Drama|Romance
507,117571,Scream,Horror|Mystery
508,117589,Secrets &amp; Lies,Drama
509,117631,Shine,Biography|Drama|Music|Romance
510,117665,Sleepers,Crime|Drama|Thriller
511,117666,Sling Blade,Drama
512,117705,Space Jam,Animation|Adventure|Comedy|Family|Fantasy|Sci-Fi|Sport
513,117731,Star Trek: First Contact,Action|Adventure|Drama|Sci-Fi|Thriller
514,117913,A Time to Kill,Crime|Drama|Thriller
515,117951,Trainspotting,Drama
516,118617,Anastasia,Animation|Adventure|Drama|Family|Fantasy|Musical|Mystery|Romance
517,118694,Fa yeung nin wah,Drama|Romance
518,118715,The Big Lebowski,Comedy|Crime
519,118749,Boogie Nights,Drama
520,118789,Buffalo '66,Comedy|Crime|Drama|Romance
521,118799,La vita è bella,Comedy|Drama|Romance|War
522,118843,"Crna macka, beli macor",Comedy|Crime|Romance
523,118849,Bacheha-Ye aseman,Drama|Family
524,118880,Con Air,Action|Crime|Thriller
525,118884,Contact,Drama|Mystery|Sci-Fi|Thriller
526,118929,Dark City,Mystery|Sci-Fi|Thriller
527,118971,The Devil's Advocate,Drama|Mystery|Thriller
528,119008,Donnie Brasco,Biography|Crime|Drama
529,119038,Le dîner de cons,Comedy
530,119094,Face/Off,Action|Crime|Sci-Fi|Thriller
531,119116,The Fifth Element,Action|Adventure|Sci-Fi
532,119174,The Game,Drama|Mystery|Thriller
533,119177,Gattaca,Drama|Sci-Fi|Thriller
534,119217,Good Will Hunting,Drama|Romance
535,119229,Grosse Pointe Blank,Action|Comedy|Crime|Romance|Thriller
536,119282,Hercules,Animation|Adventure|Comedy|Family|Fantasy|Musical|Romance
537,119396,Jackie Brown,Crime|Drama|Thriller
538,119472,Knockin' on Heaven's Door,Action|Crime|Comedy|Drama
539,119488,L.A. Confidential,Crime|Drama|Mystery|Thriller
540,119528,Liar Liar,Comedy|Fantasy
541,119567,The Lost World: Jurassic Park,Action|Adventure|Sci-Fi
542,119643,Meet Joe Black,Drama|Fantasy|Romance
543,119654,Men in Black,Adventure|Comedy|Mystery|Sci-Fi
544,119683,Les Misérables,Crime|Drama|History|Romance
